memory_system,retriever,query_id,category,query,recall_at_1,recall_at_3,mrr,evidence_complete,stale_hit,scope_leakage,returned_count,gold,retrieved
mem9_style,current_rag,q039,mixed,有人喊救命而且我们有锤石，该如何处理？,0.0,0.0,0.0,0.0,0.0,0.0,3,"[[""user.rescue_protocol"", ""呼叫保护""], [""knowledge.thresh_lantern"", ""救援队友""]]","[{""memory_id"": ""mem9_style_0133"", ""slot"": null, ""value"": null, ""content"": ""没有锤石，锤石死了，锤石死了"", ""score"": 0.363085}, {""memory_id"": ""mem9_style_0036"", ""slot"": null, ""value"": null, ""content"": ""哎，完了完了完了，救命救命救命。"", ""score"": 0.184533}, {""memory_id"": ""mem9_style_0079"", ""slot"": null, ""value"": null, ""content"": ""哎，救命啊！"", ""score"": 0.156332}]"
mem9_style,graph_rag,q001,direct,我平时希望你用什么语言回答？,0.0,0.0,0.0,0.0,0.0,0.0,1,"[[""user.language"", ""中文""]]","[{""memory_id"": ""mem9_style_0009"", ""slot"": ""user.reply_style"", ""value"": ""简短"", ""content"": ""回答尽量简短，我在打游戏没时间听长篇解释。"", ""score"": 0.145091}]"
mem9_style,graph_rag,q006,policy,当我喊救命时AI应该做什么？,0.0,0.0,0.0,0.0,0.0,0.0,3,"[[""user.rescue_protocol"", ""呼叫保护""]]","[{""memory_id"": ""mem9_style_0035"", ""slot"": null, ""value"": null, ""content"": ""替用户问队友：大乱斗亚索应该出什么？"", ""score"": 0.18378}, {""memory_id"": ""mem9_style_0031"", ""slot"": null, ""value"": null, ""content"": ""哇，我喊我喊我喊无限Q了。"", ""score"": 0.154254}, {""memory_id"": ""mem9_style_0036"", ""slot"": null, ""value"": null, ""content"": ""哎，完了完了完了，救命救命救命。"", ""score"": 0.134592}]"
mem9_style,graph_rag,q009,temporal,我当前卡牌大师采用哪套出装？,0.0,0.0,0.0,0.0,0.0,0.0,3,"[[""game_1.twisted_fate_build"", ""攻速AD""]]","[{""memory_id"": ""mem9_style_0053"", ""slot"": null, ""value"": null, ""content"": ""替用户问队友：卡牌大师该怎么出装？"", ""score"": 0.606852}, {""memory_id"": ""mem9_style_0061"", ""slot"": null, ""value"": null, ""content"": ""我来把走位流卡牌。"", ""score"": 0.381323}, {""memory_id"": ""mem9_style_0052"", ""slot"": null, ""value"": null, ""content"": ""来把卡牌，来把马宁。"", ""score"": 0.368113}]"
mem9_style,graph_rag,q010,temporal,卡牌出装偏好更新后是什么？,0.0,0.0,0.0,0.0,0.0,0.0,3,"[[""game_1.twisted_fate_build"", ""攻速AD""]]","[{""memory_id"": ""mem9_style_0053"", ""slot"": null, ""value"": null, ""content"": ""替用户问队友：卡牌大师该怎么出装？"", ""score"": 0.427805}, {""memory_id"": ""mem9_style_0061"", ""slot"": null, ""value"": null, ""content"": ""我来把走位流卡牌。"", ""score"": 0.358264}, {""memory_id"": ""mem9_style_0052"", ""slot"": null, ""value"": null, ""content"": ""来把卡牌，来把马宁。"", ""score"": 0.347722}]"
mem9_style,graph_rag,q019,real_log,朱一闻不希望AI怎么称呼他？,0.0,0.0,0.0,0.0,0.0,0.0,3,"[[""teammate_253.address_preference"", ""不要称呼主人""]]","[{""memory_id"": ""mem9_style_0046"", ""slot"": null, ""value"": null, ""content"": ""替用户问队友：朱一闻为什么不说话？"", ""score"": 0.492874}, {""memory_id"": ""mem9_style_0111"", ""slot"": null, ""value"": null, ""content"": ""朱玉文已经十三个头"", ""score"": 0.321825}, {""memory_id"": ""mem9_style_0047"", ""slot"": ""game_1.teammate_253.coordination"", ""value"": ""朱一闻先开团"", ""content"": ""和朱一闻玩时让他先开团，我再跟。"", ""score"": 0.295205}]"
mem9_style,graph_rag,q020,alias,周宇文对主人这个称呼是什么态度？,0.0,0.0,0.0,0.0,0.0,0.0,3,"[[""teammate_253.address_preference"", ""不要称呼主人""]]","[{""memory_id"": ""mem9_style_0178"", ""slot"": null, ""value"": null, ""content"": ""这个具象的勇气是很有周宇文，那我说实话，在这个无底洞刷伤害刷的很少"", ""score"": 0.451925}, {""memory_id"": ""mem9_style_0046"", ""slot"": null, ""value"": null, ""content"": ""替用户问队友：朱一闻为什么不说话？"", ""score"": 0.335095}, {""memory_id"": ""mem9_style_0111"", ""slot"": null, ""value"": null, ""content"": ""朱玉文已经十三个头"", ""score"": 0.32238}]"
mem9_style,graph_rag,q028,mixed,结合我的偏好和游戏机制，我当前玩卡牌该出什么，以及黄牌有什么用？,0.0,0.0,0.0,0.0,0.0,0.0,3,"[[""game_1.twisted_fate_build"", ""攻速AD""], [""knowledge.tf_yellow_card"", ""单体控制""]]","[{""memory_id"": ""mem9_style_0053"", ""slot"": null, ""value"": null, ""content"": ""替用户问队友：卡牌大师该怎么出装？"", ""score"": 0.374653}, {""memory_id"": ""mem9_style_0061"", ""slot"": null, ""value"": null, ""content"": ""我来把走位流卡牌。"", ""score"": 0.346846}, {""memory_id"": ""mem9_style_0052"", ""slot"": null, ""value"": null, ""content"": ""来把卡牌，来把马宁。"", ""score"": 0.337113}]"
mem9_style,graph_rag,q030,noisy_alias,豆小包应该用哪种语言和凯文讲话？,0.0,0.0,0.0,0.0,0.0,0.0,3,"[[""user.language"", ""中文""]]","[{""memory_id"": ""mem9_style_0064"", ""slot"": ""user.rescue_protocol"", ""value"": ""呼叫保护"", ""content"": ""如果我说救命，豆小饼应该立刻让队友保护我。"", ""score"": 0.383958}, {""memory_id"": ""mem9_style_0011"", ""slot"": ""agent.nickname"", ""value"": ""豆小饼"", ""content"": ""我习惯叫这个AI豆小饼。"", ""score"": 0.346843}, {""memory_id"": ""mem9_style_0056"", ""slot"": ""user.trash_talk"", ""value"": ""禁止"", ""content"": ""我不喜欢AI替我骂队友，默认别嘴臭。"", ""score"": 0.287384}]"
mem9_style,graph_rag,q031,noisy_alias,窦小丙回复我时别说太久，这对应什么偏好？,0.0,0.0,0.0,0.0,0.0,0.0,3,"[[""user.reply_style"", ""简短""]]","[{""memory_id"": ""mem9_style_0068"", ""slot"": null, ""value"": null, ""content"": ""对啊，老鼠主E的，为什么不玩豆小包呢？"", ""score"": 0.355467}, {""memory_id"": ""mem9_style_0093"", ""slot"": null, ""value"": null, ""content"": ""喂，豆小包说句话。"", ""score"": 0.309988}, {""memory_id"": ""mem9_style_0054"", ""slot"": null, ""value"": null, ""content"": ""哎，他们把这个豆小包调的怎么像一个。"", ""score"": 0.303757}]"
mem9_style,graph_rag,q032,noisy_alias,朱玉文和我配合的时候，是他冲还是我先冲？,0.0,0.0,0.0,0.0,0.0,0.0,3,"[[""game_1.teammate_253.coordination"", ""朱一闻先开团""]]","[{""memory_id"": ""mem9_style_0111"", ""slot"": null, ""value"": null, ""content"": ""朱玉文已经十三个头"", ""score"": 0.42216}, {""memory_id"": ""mem9_style_0178"", ""slot"": null, ""value"": null, ""content"": ""这个具象的勇气是很有周宇文，那我说实话，在这个无底洞刷伤害刷的很少"", ""score"": 0.312675}, {""memory_id"": ""mem9_style_0046"", ""slot"": null, ""value"": null, ""content"": ""替用户问队友：朱一闻为什么不说话？"", ""score"": 0.299942}]"
mem9_style,graph_rag,q037,abstention,毕文最喜欢的食物是什么？,0.0,0.0,0.0,0.0,0.0,0.0,1,[],"[{""memory_id"": ""mem9_style_0049"", ""slot"": ""teammate_254.encouragement_style"", ""value"": ""简短加油"", ""content"": ""毕文不喜欢太肉麻的鼓励，简单说加油就行。"", ""score"": 0.415026}]"
mem9_style,graph_rag,q039,mixed,有人喊救命而且我们有锤石，该如何处理？,1.0,0.5,1.0,0.0,0.0,0.0,2,"[[""user.rescue_protocol"", ""呼叫保护""], [""knowledge.thresh_lantern"", ""救援队友""]]","[{""memory_id"": ""mem9_style_0133"", ""slot"": null, ""value"": null, ""content"": ""没有锤石，锤石死了，锤石死了"", ""score"": 0.522314}, {""memory_id"": ""mem9_style_0008"", ""slot"": ""knowledge.thresh_lantern"", ""value"": ""救援队友"", ""content"": ""游戏知识：锤石灯笼可以帮助队友脱离危险。"", ""score"": 0.223186}]"
mem9_style,sag,q001,direct,我平时希望你用什么语言回答？,0.0,0.0,0.0,0.0,0.0,0.0,1,"[[""user.language"", ""中文""]]","[{""memory_id"": ""mem9_style_0009"", ""slot"": ""user.reply_style"", ""value"": ""简短"", ""content"": ""回答尽量简短，我在打游戏没时间听长篇解释。"", ""score"": 0.165406}]"
mem9_style,sag,q002,direct,游戏中回复应该长还是短？,0.0,0.0,0.0,0.0,0.0,0.0,3,"[[""user.reply_style"", ""简短""]]","[{""memory_id"": ""mem9_style_0151"", ""slot"": null, ""value"": null, ""content"": ""是啊，而且越打还是心越痛哎。"", ""score"": 0.269185}, {""memory_id"": ""mem9_style_0166"", ""slot"": null, ""value"": null, ""content"": ""怎么回事啊"", ""score"": 0.267933}, {""memory_id"": ""mem9_style_0149"", ""slot"": null, ""value"": null, ""content"": ""该死一次。"", ""score"": 0.242122}]"
mem9_style,sag,q006,policy,当我喊救命时AI应该做什么？,0.0,0.0,0.0,0.0,0.0,0.0,3,"[[""user.rescue_protocol"", ""呼叫保护""]]","[{""memory_id"": ""mem9_style_0183"", ""slot"": null, ""value"": null, ""content"": ""晚安，你做好了要不要拉一下那个"", ""score"": 0.254722}, {""memory_id"": ""mem9_style_0079"", ""slot"": null, ""value"": null, ""content"": ""哎，救命啊！"", ""score"": 0.252472}, {""memory_id"": ""mem9_style_0154"", ""slot"": null, ""value"": null, ""content"": ""才多少层了？才三什么垃圾"", ""score"": 0.2494}]"
mem9_style,sag,q010,temporal,卡牌出装偏好更新后是什么？,0.0,0.0,0.0,0.0,0.0,0.0,3,"[[""game_1.twisted_fate_build"", ""攻速AD""]]","[{""memory_id"": ""mem9_style_0053"", ""slot"": null, ""value"": null, ""content"": ""替用户问队友：卡牌大师该怎么出装？"", ""score"": 0.470397}, {""memory_id"": ""mem9_style_0061"", ""slot"": null, ""value"": null, ""content"": ""我来把走位流卡牌。"", ""score"": 0.413871}, {""memory_id"": ""mem9_style_0052"", ""slot"": null, ""value"": null, ""content"": ""来把卡牌，来把马宁。"", ""score"": 0.398635}]"
mem9_style,sag,q019,real_log,朱一闻不希望AI怎么称呼他？,0.0,0.0,0.0,0.0,0.0,0.0,3,"[[""teammate_253.address_preference"", ""不要称呼主人""]]","[{""memory_id"": ""mem9_style_0046"", ""slot"": null, ""value"": null, ""content"": ""替用户问队友：朱一闻为什么不说话？"", ""score"": 0.51163}, {""memory_id"": ""mem9_style_0178"", ""slot"": null, ""value"": null, ""content"": ""这个具象的勇气是很有周宇文，那我说实话，在这个无底洞刷伤害刷的很少"", ""score"": 0.447718}, {""memory_id"": ""mem9_style_0111"", ""slot"": null, ""value"": null, ""content"": ""朱玉文已经十三个头"", ""score"": 0.424136}]"
mem9_style,sag,q020,alias,周宇文对主人这个称呼是什么态度？,0.0,0.0,0.0,0.0,0.0,0.0,3,"[[""teammate_253.address_preference"", ""不要称呼主人""]]","[{""memory_id"": ""mem9_style_0178"", ""slot"": null, ""value"": null, ""content"": ""这个具象的勇气是很有周宇文，那我说实话，在这个无底洞刷伤害刷的很少"", ""score"": 0.595797}, {""memory_id"": ""mem9_style_0111"", ""slot"": null, ""value"": null, ""content"": ""朱玉文已经十三个头"", ""score"": 0.430925}, {""memory_id"": ""mem9_style_0046"", ""slot"": null, ""value"": null, ""content"": ""替用户问队友：朱一闻为什么不说话？"", ""score"": 0.377961}]"
mem9_style,sag,q023,multi_hop,朱一闻开团后谁应该跟进？完整说明配合顺序。,0.0,0.0,0.0,0.0,0.0,0.0,3,"[[""game_1.teammate_253.coordination"", ""朱一闻先开团""]]","[{""memory_id"": ""mem9_style_0046"", ""slot"": null, ""value"": null, ""content"": ""替用户问队友：朱一闻为什么不说话？"", ""score"": 0.457241}, {""memory_id"": ""mem9_style_0178"", ""slot"": null, ""value"": null, ""content"": ""这个具象的勇气是很有周宇文，那我说实话，在这个无底洞刷伤害刷的很少"", ""score"": 0.453548}, {""memory_id"": ""mem9_style_0111"", ""slot"": null, ""value"": null, ""content"": ""朱玉文已经十三个头"", ""score"": 0.416665}]"
