memory_system,retriever,query_id,category,query,recall_at_1,recall_at_3,mrr,evidence_complete,stale_hit,scope_leakage,returned_count,gold,retrieved
mem0_style,current_rag,q011,scope,和Bill玩COD时我的定位是什么？,1.0,1.0,1.0,1.0,0.0,0.0,2,"[[""game_2.teammate_250.role"", ""狙击手""]]","[{""memory_id"": ""mem0_style_0008"", ""slot"": ""game_2.teammate_250.role"", ""value"": ""狙击手"", ""content"": ""Kaiwen与Bill玩COD时偏好使用狙击手。"", ""score"": 0.607718}, {""memory_id"": ""mem0_style_0009"", ""slot"": ""game_2.teammate_250.coordination"", ""value"": ""Bill守近点"", ""content"": ""Kaiwen在COD使用狙击手时，Bill负责保护近距离区域。"", ""score"": 0.282607}]"
mem0_style,current_rag,q012,alias,使命召唤里比尔应该怎样保护我？,0.0,1.0,0.5,1.0,0.0,0.0,2,"[[""game_2.teammate_250.coordination"", ""Bill守近点""]]","[{""memory_id"": ""mem0_style_0016"", ""slot"": ""user.rescue_protocol"", ""value"": ""呼叫保护"", ""content"": ""当Kaiwen说救命时，豆小饼应立即请求队友保护Kaiwen。"", ""score"": 0.193789}, {""memory_id"": ""mem0_style_0009"", ""slot"": ""game_2.teammate_250.coordination"", ""value"": ""Bill守近点"", ""content"": ""Kaiwen在COD使用狙击手时，Bill负责保护近距离区域。"", ""score"": 0.13037}]"
mem0_style,current_rag,q013,scope,和Bill玩无畏契约时我打什么位置？,1.0,1.0,1.0,1.0,0.0,0.0,1,"[[""game_3.teammate_250.role"", ""突破""]]","[{""memory_id"": ""mem0_style_0010"", ""slot"": ""game_3.teammate_250.role"", ""value"": ""突破"", ""content"": ""Kaiwen与Bill玩Valorant时偏好突破位。"", ""score"": 0.476548}]"
mem0_style,current_rag,q014,scope,同样是Bill，但在Valorant里我还用狙吗？,1.0,1.0,1.0,1.0,0.0,0.0,1,"[[""game_3.teammate_250.role"", ""突破""]]","[{""memory_id"": ""mem0_style_0010"", ""slot"": ""game_3.teammate_250.role"", ""value"": ""突破"", ""content"": ""Kaiwen与Bill玩Valorant时偏好突破位。"", ""score"": 0.628682}]"
mem0_style,current_rag,q015,alias,和爱丽丝玩无畏契约时我习惯什么定位？,1.0,1.0,1.0,1.0,0.0,0.0,1,"[[""game_3.teammate_251.role"", ""控场""]]","[{""memory_id"": ""mem0_style_0011"", ""slot"": ""game_3.teammate_251.role"", ""value"": ""控场"", ""content"": ""Kaiwen与Alice玩Valorant时偏好控场位。"", ""score"": 0.127446}]"
mem0_style,current_rag,q016,scope,Charles在大乱斗里应该站什么位置？,1.0,1.0,1.0,1.0,0.0,0.0,2,"[[""game_1.teammate_252.coordination"", ""Charles前排""]]","[{""memory_id"": ""mem0_style_0012"", ""slot"": ""game_1.teammate_252.coordination"", ""value"": ""Charles前排"", ""content"": ""Kaiwen与Charles玩大乱斗时偏好由Charles担任前排。"", ""score"": 0.703433}, {""memory_id"": ""mem0_style_0019"", ""slot"": ""game_1.twisted_fate_build"", ""value"": ""攻速AD"", ""content"": ""Kaiwen当前在大乱斗玩卡牌大师时偏好攻速AD出装。"", ""score"": 0.18098}]"
mem0_style,current_rag,q017,alias,和朱玉文玩大乱斗时谁先开团？,1.0,1.0,1.0,1.0,0.0,0.0,3,"[[""game_1.teammate_253.coordination"", ""朱一闻先开团""]]","[{""memory_id"": ""mem0_style_0013"", ""slot"": ""game_1.teammate_253.coordination"", ""value"": ""朱一闻先开团"", ""content"": ""与朱一闻玩大乱斗时，由朱一闻先开团，Kaiwen随后跟进。"", ""score"": 0.439099}, {""memory_id"": ""mem0_style_0004"", ""slot"": ""knowledge.aram_snowball"", ""value"": ""远距离开团"", ""content"": ""大乱斗的雪球召唤师技能适合远距离开团。"", ""score"": 0.198704}, {""memory_id"": ""mem0_style_0019"", ""slot"": ""game_1.twisted_fate_build"", ""value"": ""攻速AD"", ""content"": ""Kaiwen当前在大乱斗玩卡牌大师时偏好攻速AD出装。"", ""score"": 0.14428}]"
mem0_style,current_rag,q018,scope,应该怎样鼓励毕文？,1.0,1.0,1.0,1.0,0.0,0.0,1,"[[""teammate_254.encouragement_style"", ""简短加油""]]","[{""memory_id"": ""mem0_style_0014"", ""slot"": ""teammate_254.encouragement_style"", ""value"": ""简短加油"", ""content"": ""毕文偏好简短、不肉麻的鼓励方式。"", ""score"": 0.348656}]"
mem0_style,current_rag,q019,real_log,朱一闻不希望AI怎么称呼他？,1.0,1.0,1.0,1.0,0.0,0.0,3,"[[""teammate_253.address_preference"", ""不要称呼主人""]]","[{""memory_id"": ""mem0_style_0020"", ""slot"": ""teammate_253.address_preference"", ""value"": ""不要称呼主人"", ""content"": ""朱一闻不希望豆小饼称呼他为主人。"", ""score"": 0.622047}, {""memory_id"": ""mem0_style_0015"", ""slot"": ""user.trash_talk"", ""value"": ""禁止"", ""content"": ""Kaiwen不希望AI替他辱骂队友。"", ""score"": 0.351076}, {""memory_id"": ""mem0_style_0013"", ""slot"": ""game_1.teammate_253.coordination"", ""value"": ""朱一闻先开团"", ""content"": ""与朱一闻玩大乱斗时，由朱一闻先开团，Kaiwen随后跟进。"", ""score"": 0.25384}]"
mem0_style,current_rag,q020,alias,周宇文对主人这个称呼是什么态度？,1.0,1.0,1.0,1.0,0.0,0.0,2,"[[""teammate_253.address_preference"", ""不要称呼主人""]]","[{""memory_id"": ""mem0_style_0020"", ""slot"": ""teammate_253.address_preference"", ""value"": ""不要称呼主人"", ""content"": ""朱一闻不希望豆小饼称呼他为主人。"", ""score"": 0.343452}, {""memory_id"": ""mem0_style_0017"", ""slot"": ""user.name"", ""value"": ""Kaiwen"", ""content"": ""用户姓名是Kaiwen，中文别名为凯文。"", ""score"": 0.125277}]"
mem0_style,current_rag,q021,multi_hop,在COD和Bill组队时，我用什么角色、Bill又怎样配合？,1.0,1.0,1.0,1.0,0.0,0.0,2,"[[""game_2.teammate_250.role"", ""狙击手""], [""game_2.teammate_250.coordination"", ""Bill守近点""]]","[{""memory_id"": ""mem0_style_0008"", ""slot"": ""game_2.teammate_250.role"", ""value"": ""狙击手"", ""content"": ""Kaiwen与Bill玩COD时偏好使用狙击手。"", ""score"": 0.435951}, {""memory_id"": ""mem0_style_0009"", ""slot"": ""game_2.teammate_250.coordination"", ""value"": ""Bill守近点"", ""content"": ""Kaiwen在COD使用狙击手时，Bill负责保护近距离区域。"", ""score"": 0.415952}]"
mem0_style,current_rag,q022,multi_hop,比尔在使命召唤要保护近点，是因为我通常用什么武器定位？,1.0,0.5,1.0,0.0,0.0,0.0,1,"[[""game_2.teammate_250.coordination"", ""Bill守近点""], [""game_2.teammate_250.role"", ""狙击手""]]","[{""memory_id"": ""mem0_style_0009"", ""slot"": ""game_2.teammate_250.coordination"", ""value"": ""Bill守近点"", ""content"": ""Kaiwen在COD使用狙击手时，Bill负责保护近距离区域。"", ""score"": 0.215837}]"
mem0_style,current_rag,q023,multi_hop,朱一闻开团后谁应该跟进？完整说明配合顺序。,1.0,1.0,1.0,1.0,0.0,0.0,3,"[[""game_1.teammate_253.coordination"", ""朱一闻先开团""]]","[{""memory_id"": ""mem0_style_0013"", ""slot"": ""game_1.teammate_253.coordination"", ""value"": ""朱一闻先开团"", ""content"": ""与朱一闻玩大乱斗时，由朱一闻先开团，Kaiwen随后跟进。"", ""score"": 0.501013}, {""memory_id"": ""mem0_style_0020"", ""slot"": ""teammate_253.address_preference"", ""value"": ""不要称呼主人"", ""content"": ""朱一闻不希望豆小饼称呼他为主人。"", ""score"": 0.204095}, {""memory_id"": ""mem0_style_0004"", ""slot"": ""knowledge.aram_snowball"", ""value"": ""远距离开团"", ""content"": ""大乱斗的雪球召唤师技能适合远距离开团。"", ""score"": 0.13187}]"
mem0_style,current_rag,q024,knowledge,亚索为什么经常购买暴击装备？,1.0,1.0,1.0,1.0,0.0,0.0,1,"[[""knowledge.yasuo_crit"", ""暴击装备""]]","[{""memory_id"": ""mem0_style_0002"", ""slot"": ""knowledge.yasuo_crit"", ""value"": ""暴击装备"", ""content"": ""亚索通常需要暴击装备来发挥被动收益。"", ""score"": 0.488354}]"
mem0_style,current_rag,q025,knowledge,卡牌大师哪张牌提供稳定控制？,1.0,1.0,1.0,1.0,0.0,0.0,2,"[[""knowledge.tf_yellow_card"", ""单体控制""]]","[{""memory_id"": ""mem0_style_0003"", ""slot"": ""knowledge.tf_yellow_card"", ""value"": ""单体控制"", ""content"": ""卡牌大师的黄牌提供稳定的单体眩晕控制。"", ""score"": 0.659865}, {""memory_id"": ""mem0_style_0019"", ""slot"": ""game_1.twisted_fate_build"", ""value"": ""攻速AD"", ""content"": ""Kaiwen当前在大乱斗玩卡牌大师时偏好攻速AD出装。"", ""score"": 0.223985}]"
mem0_style,current_rag,q026,knowledge,大乱斗里什么召唤师技能适合远距离开团？,1.0,1.0,1.0,1.0,0.0,0.0,1,"[[""knowledge.aram_snowball"", ""远距离开团""]]","[{""memory_id"": ""mem0_style_0004"", ""slot"": ""knowledge.aram_snowball"", ""value"": ""远距离开团"", ""content"": ""大乱斗的雪球召唤师技能适合远距离开团。"", ""score"": 0.844706}]"
mem0_style,current_rag,q027,knowledge,锤石应该用什么技能救处于危险的队友？,1.0,1.0,1.0,1.0,0.0,0.0,1,"[[""knowledge.thresh_lantern"", ""救援队友""]]","[{""memory_id"": ""mem0_style_0005"", ""slot"": ""knowledge.thresh_lantern"", ""value"": ""救援队友"", ""content"": ""锤石的灯笼可以救援处于危险中的队友。"", ""score"": 0.549538}]"
mem0_style,current_rag,q028,mixed,结合我的偏好和游戏机制，我当前玩卡牌该出什么，以及黄牌有什么用？,1.0,1.0,1.0,1.0,0.0,0.0,3,"[[""game_1.twisted_fate_build"", ""攻速AD""], [""knowledge.tf_yellow_card"", ""单体控制""]]","[{""memory_id"": ""mem0_style_0019"", ""slot"": ""game_1.twisted_fate_build"", ""value"": ""攻速AD"", ""content"": ""Kaiwen当前在大乱斗玩卡牌大师时偏好攻速AD出装。"", ""score"": 0.277991}, {""memory_id"": ""mem0_style_0003"", ""slot"": ""knowledge.tf_yellow_card"", ""value"": ""单体控制"", ""content"": ""卡牌大师的黄牌提供稳定的单体眩晕控制。"", ""score"": 0.257455}, {""memory_id"": ""mem0_style_0006"", ""slot"": ""user.reply_style"", ""value"": ""简短"", ""content"": ""Kaiwen在游戏中偏好简短回答。"", ""score"": 0.150753}]"
mem0_style,current_rag,q029,mixed,我喜欢坦克时，大乱斗用什么技能方便远距离进场？,1.0,1.0,1.0,1.0,0.0,0.0,2,"[[""game_1.preferred_role"", ""坦克""], [""knowledge.aram_snowball"", ""远距离开团""]]","[{""memory_id"": ""mem0_style_0004"", ""slot"": ""knowledge.aram_snowball"", ""value"": ""远距离开团"", ""content"": ""大乱斗的雪球召唤师技能适合远距离开团。"", ""score"": 0.365412}, {""memory_id"": ""mem0_style_0018"", ""slot"": ""game_1.preferred_role"", ""value"": ""坦克"", ""content"": ""Kaiwen当前在英雄联盟大乱斗中偏好坦克角色。"", ""score"": 0.190634}]"
mem0_style,current_rag,q030,noisy_alias,豆小包应该用哪种语言和凯文讲话？,0.0,0.0,0.0,0.0,0.0,0.0,3,"[[""user.language"", ""中文""]]","[{""memory_id"": ""mem0_style_0017"", ""slot"": ""user.name"", ""value"": ""Kaiwen"", ""content"": ""用户姓名是Kaiwen，中文别名为凯文。"", ""score"": 0.232429}, {""memory_id"": ""mem0_style_0007"", ""slot"": ""agent.nickname"", ""value"": ""豆小饼"", ""content"": ""Kaiwen将AI称为豆小饼。"", ""score"": 0.156435}, {""memory_id"": ""mem0_style_0016"", ""slot"": ""user.rescue_protocol"", ""value"": ""呼叫保护"", ""content"": ""当Kaiwen说救命时，豆小饼应立即请求队友保护Kaiwen。"", ""score"": 0.148586}]"
mem0_style,current_rag,q031,noisy_alias,窦小丙回复我时别说太久，这对应什么偏好？,0.0,1.0,0.5,1.0,0.0,0.0,2,"[[""user.reply_style"", ""简短""]]","[{""memory_id"": ""mem0_style_0016"", ""slot"": ""user.rescue_protocol"", ""value"": ""呼叫保护"", ""content"": ""当Kaiwen说救命时，豆小饼应立即请求队友保护Kaiwen。"", ""score"": 0.174847}, {""memory_id"": ""mem0_style_0006"", ""slot"": ""user.reply_style"", ""value"": ""简短"", ""content"": ""Kaiwen在游戏中偏好简短回答。"", ""score"": 0.134269}]"
mem0_style,current_rag,q032,noisy_alias,朱玉文和我配合的时候，是他冲还是我先冲？,0.0,1.0,0.5,1.0,0.0,0.0,2,"[[""game_1.teammate_253.coordination"", ""朱一闻先开团""]]","[{""memory_id"": ""mem0_style_0017"", ""slot"": ""user.name"", ""value"": ""Kaiwen"", ""content"": ""用户姓名是Kaiwen，中文别名为凯文。"", ""score"": 0.185066}, {""memory_id"": ""mem0_style_0013"", ""slot"": ""game_1.teammate_253.coordination"", ""value"": ""朱一闻先开团"", ""content"": ""与朱一闻玩大乱斗时，由朱一闻先开团，Kaiwen随后跟进。"", ""score"": 0.151441}]"
mem0_style,current_rag,q033,paraphrase,跟比尔打枪战我架远点时，谁看近处？,1.0,1.0,1.0,1.0,0.0,0.0,1,"[[""game_2.teammate_250.coordination"", ""Bill守近点""]]","[{""memory_id"": ""mem0_style_0009"", ""slot"": ""game_2.teammate_250.coordination"", ""value"": ""Bill守近点"", ""content"": ""Kaiwen在COD使用狙击手时，Bill负责保护近距离区域。"", ""score"": 0.131324}]"
mem0_style,current_rag,q034,abstention,我最喜欢的Apex英雄是谁？,1.0,1.0,1.0,1.0,0.0,0.0,0,[],[]
mem0_style,current_rag,q035,abstention,Alice在COD里通常用什么角色？,1.0,1.0,1.0,1.0,0.0,0.0,0,[],[]
mem0_style,current_rag,q036,abstention,我对Dota 2的出装偏好是什么？,1.0,1.0,1.0,1.0,0.0,0.0,0,[],[]
mem0_style,current_rag,q037,abstention,毕文最喜欢的食物是什么？,0.0,0.0,0.0,0.0,0.0,0.0,2,[],"[{""memory_id"": ""mem0_style_0014"", ""slot"": ""teammate_254.encouragement_style"", ""value"": ""简短加油"", ""content"": ""毕文偏好简短、不肉麻的鼓励方式。"", ""score"": 0.24693}, {""memory_id"": ""mem0_style_0017"", ""slot"": ""user.name"", ""value"": ""Kaiwen"", ""content"": ""用户姓名是Kaiwen，中文别名为凯文。"", ""score"": 0.167165}]"
mem0_style,current_rag,q038,abstention,Charles在Valorant里打什么位置？,1.0,1.0,1.0,1.0,0.0,0.0,0,[],[]
mem0_style,current_rag,q039,mixed,有人喊救命而且我们有锤石，该如何处理？,1.0,1.0,1.0,1.0,0.0,0.0,2,"[[""user.rescue_protocol"", ""呼叫保护""], [""knowledge.thresh_lantern"", ""救援队友""]]","[{""memory_id"": ""mem0_style_0005"", ""slot"": ""knowledge.thresh_lantern"", ""value"": ""救援队友"", ""content"": ""锤石的灯笼可以救援处于危险中的队友。"", ""score"": 0.239458}, {""memory_id"": ""mem0_style_0016"", ""slot"": ""user.rescue_protocol"", ""value"": ""呼叫保护"", ""content"": ""当Kaiwen说救命时，豆小饼应立即请求队友保护Kaiwen。"", ""score"": 0.144941}]"
mem0_style,current_rag,q040,policy,给毕文加油时要不要说一大段很肉麻的话？,1.0,1.0,1.0,1.0,0.0,0.0,1,"[[""teammate_254.encouragement_style"", ""简短加油""]]","[{""memory_id"": ""mem0_style_0014"", ""slot"": ""teammate_254.encouragement_style"", ""value"": ""简短加油"", ""content"": ""毕文偏好简短、不肉麻的鼓励方式。"", ""score"": 0.358741}]"
mem0_style,graph_rag,q001,direct,我平时希望你用什么语言回答？,0.0,0.0,0.0,0.0,0.0,0.0,2,"[[""user.language"", ""中文""]]","[{""memory_id"": ""mem0_style_0006"", ""slot"": ""user.reply_style"", ""value"": ""简短"", ""content"": ""Kaiwen在游戏中偏好简短回答。"", ""score"": 0.168507}, {""memory_id"": ""mem0_style_0015"", ""slot"": ""user.trash_talk"", ""value"": ""禁止"", ""content"": ""Kaiwen不希望AI替他辱骂队友。"", ""score"": 0.130703}]"
mem0_style,graph_rag,q002,direct,游戏中回复应该长还是短？,1.0,1.0,1.0,1.0,0.0,0.0,1,"[[""user.reply_style"", ""简短""]]","[{""memory_id"": ""mem0_style_0006"", ""slot"": ""user.reply_style"", ""value"": ""简短"", ""content"": ""Kaiwen在游戏中偏好简短回答。"", ""score"": 0.331332}]"
mem0_style,graph_rag,q003,alias,这个AI叫什么名字？,0.0,1.0,0.5,1.0,0.0,0.0,3,"[[""agent.nickname"", ""豆小饼""]]","[{""memory_id"": ""mem0_style_0017"", ""slot"": ""user.name"", ""value"": ""Kaiwen"", ""content"": ""用户姓名是Kaiwen，中文别名为凯文。"", ""score"": 0.230709}, {""memory_id"": ""mem0_style_0007"", ""slot"": ""agent.nickname"", ""value"": ""豆小饼"", ""content"": ""Kaiwen将AI称为豆小饼。"", ""score"": 0.139179}, {""memory_id"": ""mem0_style_0015"", ""slot"": ""user.trash_talk"", ""value"": ""禁止"", ""content"": ""Kaiwen不希望AI替他辱骂队友。"", ""score"": 0.125237}]"
mem0_style,graph_rag,q004,alias,凯文的正式英文名是什么？,1.0,1.0,1.0,1.0,0.0,0.0,3,"[[""user.name"", ""Kaiwen""]]","[{""memory_id"": ""mem0_style_0017"", ""slot"": ""user.name"", ""value"": ""Kaiwen"", ""content"": ""用户姓名是Kaiwen，中文别名为凯文。"", ""score"": 0.554176}, {""memory_id"": ""mem0_style_0001"", ""slot"": ""user.language"", ""value"": ""中文"", ""content"": ""Kaiwen偏好使用中文交流。"", ""score"": 0.353781}, {""memory_id"": ""mem0_style_0006"", ""slot"": ""user.reply_style"", ""value"": ""简短"", ""content"": ""Kaiwen在游戏中偏好简短回答。"", ""score"": 0.302724}]"
mem0_style,graph_rag,q005,policy,默认可以替我辱骂队友吗？,1.0,1.0,1.0,1.0,0.0,0.0,2,"[[""user.trash_talk"", ""禁止""]]","[{""memory_id"": ""mem0_style_0015"", ""slot"": ""user.trash_talk"", ""value"": ""禁止"", ""content"": ""Kaiwen不希望AI替他辱骂队友。"", ""score"": 0.338579}, {""memory_id"": ""mem0_style_0005"", ""slot"": ""knowledge.thresh_lantern"", ""value"": ""救援队友"", ""content"": ""锤石的灯笼可以救援处于危险中的队友。"", ""score"": 0.15368}]"
mem0_style,graph_rag,q006,policy,当我喊救命时AI应该做什么？,1.0,1.0,1.0,1.0,0.0,0.0,1,"[[""user.rescue_protocol"", ""呼叫保护""]]","[{""memory_id"": ""mem0_style_0016"", ""slot"": ""user.rescue_protocol"", ""value"": ""呼叫保护"", ""content"": ""当Kaiwen说救命时，豆小饼应立即请求队友保护Kaiwen。"", ""score"": 0.271198}]"
mem0_style,graph_rag,q007,temporal,我目前在大乱斗最想玩什么定位？,0.0,1.0,0.3333333333333333,1.0,0.0,0.0,3,"[[""game_1.preferred_role"", ""坦克""]]","[{""memory_id"": ""mem0_style_0004"", ""slot"": ""knowledge.aram_snowball"", ""value"": ""远距离开团"", ""content"": ""大乱斗的雪球召唤师技能适合远距离开团。"", ""score"": 0.375128}, {""memory_id"": ""mem0_style_0019"", ""slot"": ""game_1.twisted_fate_build"", ""value"": ""攻速AD"", ""content"": ""Kaiwen当前在大乱斗玩卡牌大师时偏好攻速AD出装。"", ""score"": 0.364608}, {""memory_id"": ""mem0_style_0018"", ""slot"": ""game_1.preferred_role"", ""value"": ""坦克"", ""content"": ""Kaiwen当前在英雄联盟大乱斗中偏好坦克角色。"", ""score"": 0.307382}]"
mem0_style,graph_rag,q008,temporal,不要用旧偏好，我现在大乱斗玩输出还是坦克？,0.0,1.0,0.3333333333333333,1.0,0.0,0.0,3,"[[""game_1.preferred_role"", ""坦克""]]","[{""memory_id"": ""mem0_style_0004"", ""slot"": ""knowledge.aram_snowball"", ""value"": ""远距离开团"", ""content"": ""大乱斗的雪球召唤师技能适合远距离开团。"", ""score"": 0.353848}, {""memory_id"": ""mem0_style_0019"", ""slot"": ""game_1.twisted_fate_build"", ""value"": ""攻速AD"", ""content"": ""Kaiwen当前在大乱斗玩卡牌大师时偏好攻速AD出装。"", ""score"": 0.339289}, {""memory_id"": ""mem0_style_0018"", ""slot"": ""game_1.preferred_role"", ""value"": ""坦克"", ""content"": ""Kaiwen当前在英雄联盟大乱斗中偏好坦克角色。"", ""score"": 0.32816}]"
mem0_style,graph_rag,q009,temporal,我当前卡牌大师采用哪套出装？,1.0,1.0,1.0,1.0,0.0,0.0,3,"[[""game_1.twisted_fate_build"", ""攻速AD""]]","[{""memory_id"": ""mem0_style_0019"", ""slot"": ""game_1.twisted_fate_build"", ""value"": ""攻速AD"", ""content"": ""Kaiwen当前在大乱斗玩卡牌大师时偏好攻速AD出装。"", ""score"": 0.439165}, {""memory_id"": ""mem0_style_0003"", ""slot"": ""knowledge.tf_yellow_card"", ""value"": ""单体控制"", ""content"": ""卡牌大师的黄牌提供稳定的单体眩晕控制。"", ""score"": 0.367734}, {""memory_id"": ""mem0_style_0018"", ""slot"": ""game_1.preferred_role"", ""value"": ""坦克"", ""content"": ""Kaiwen当前在英雄联盟大乱斗中偏好坦克角色。"", ""score"": 0.126016}]"
mem0_style,graph_rag,q010,temporal,卡牌出装偏好更新后是什么？,1.0,1.0,1.0,1.0,0.0,0.0,2,"[[""game_1.twisted_fate_build"", ""攻速AD""]]","[{""memory_id"": ""mem0_style_0019"", ""slot"": ""game_1.twisted_fate_build"", ""value"": ""攻速AD"", ""content"": ""Kaiwen当前在大乱斗玩卡牌大师时偏好攻速AD出装。"", ""score"": 0.303702}, {""memory_id"": ""mem0_style_0003"", ""slot"": ""knowledge.tf_yellow_card"", ""value"": ""单体控制"", ""content"": ""卡牌大师的黄牌提供稳定的单体眩晕控制。"", ""score"": 0.257988}]"
